planet_name,default_flag,discovery_method,discovery_year,solution_type,pl_controv_flag,orbital_period_days,orbital_distance_au,planet_mass_earth,planet_mass_jupiter
GJ 876 e,1,Radial Velocity,2010,Published Confirmed,0,124.26,0.3343,14.6,0.046
GJ 887 b,1,Radial Velocity,2020,Published Confirmed,0,9.2619,0.0683,3.9,0.01227077
GJ 887 c,1,Radial Velocity,2020,Published Confirmed,0,21.784,0.121,6.5,0.02045129
GJ 887 d,1,Radial Velocity,2026,Published Confirmed,0,50.77,0.212,6.1,0.01919275
GJ 887 e,1,Radial Velocity,2026,Published Confirmed,0,4.4249,0.0417,1.46,0.00459367
GJ 896 A b,1,Astrometry,2022,Published Confirmed,0,284.39,0.63965,718.29219982,2.26
GJ 9066 c,1,Radial Velocity,2020,Published Confirmed,0,771.36,0.88,66.74396547,0.21
GJ 9404 b,1,Radial Velocity,2023,Published Confirmed,0,13.4586,0.0943,11.9,0.03744159
GJ 96 b,1,Radial Velocity,2018,Published Confirmed,0,73.94,0.291,19.66,0.06185697
GJ 9689 b,1,Radial Velocity,2020,Published Confirmed,0,18.27,0.1139,9.65,0.0303623
GJ 9714 b,1,Radial Velocity,2022,Published Confirmed,0,19240.75467,12.319,2988.54051102,9.403
GJ 9773 b,1,Radial Velocity,2025,Published Confirmed,0,2965.0,2.921,172.580825,0.543
GJ 9827 b,1,Transit,2017,Published Confirmed,0,1.208974,0.0189,4.28,0.01346639
GJ 9827 c,1,Transit,2017,Published Confirmed,0,3.648103,0.0395,1.86,0.00585221
GJ 9827 d,1,Transit,2017,Published Confirmed,0,6.20183,0.053,3.02,0.00950198
GPX-1 b,1,Transit,2021,Published Confirmed,0,1.744579,0.0338,6261.2196179,19.7
Gaia-1 b,1,Transit,2022,Published Confirmed,0,3.052524,0.04047,533.95172376,1.68
Gaia-2 b,1,Transit,2022,Published Confirmed,0,3.6915224,0.0467,259.66580852,0.817
Gaia22dkvL b,1,Microlensing,2024,Published Confirmed,0,,1.4,187.83658854,0.591
Gaia23braL b,1,Microlensing,2026,Published Confirmed,0,,4.847,518.06030341,1.63
Gl 378 b,1,Radial Velocity,2019,Published Confirmed,0,3.822,0.039435,13.02,0.0409653
Gl 410 b,1,Radial Velocity,2025,Published Confirmed,0,6.02,0.0531,8.4,0.02642936
Gl 49 b,1,Radial Velocity,2019,Published Confirmed,0,13.8508,0.0905,5.63,0.01771387
Gl 686 b,1,Radial Velocity,2018,Published Confirmed,0,15.53,0.091,6.624,0.02084133
Gl 725 A b,1,Radial Velocity,2025,Published Confirmed,0,11.2201,0.068,2.78,0.00874686
Gliese 48 b,1,Radial Velocity,2026,Published Confirmed,0,39.6299,0.1752,8.11,0.02551691
HAT-P-1 b,1,Transit,2006,Published Confirmed,0,4.46529976,0.05561,166.86075,0.525
HAT-P-11 b,1,Transit,2010,Published Confirmed,0,4.888,0.05258,23.51930212,0.074
HAT-P-11 c,1,Radial Velocity,2018,Published Confirmed,0,3361.0,4.1,851.78013076,2.68
HAT-P-12 b,1,Transit,2009,Published Confirmed,0,3.2130598,0.0384,67.059,0.211
HAT-P-17 c,1,Radial Velocity,2012,Published Confirmed,0,5584.0,5.6,1080.6,3.4
HAT-P-18 b,1,Transit,2010,Published Confirmed,0,5.508023,0.0559,62.61,0.197
HAT-P-19 b,1,Transit,2010,Published Confirmed,0,4.00878322,0.04599,88.03846874,0.277
HAT-P-2 b,1,Transit,2007,Published Confirmed,0,5.6335158,0.06814,2739.6946,8.62
HAT-P-20 b,1,Transit,2010,Published Confirmed,0,2.875317,0.0361,2302.899,7.246
HAT-P-23 b,1,Transit,2010,Published Confirmed,0,1.212884,0.0232,664.237,2.09
HAT-P-25 b,1,Transit,2012,Published Confirmed,0,3.65281514,0.0466,180.84527,0.569
HAT-P-27 b,1,Transit,2011,Published Confirmed,0,3.039577,0.04,197.05,0.62
HAT-P-28 b,1,Transit,2011,Published Confirmed,0,3.257215,0.0434,198.953,0.626
HAT-P-32 b,1,Transit,2011,Published Confirmed,0,2.1500082,0.03397,216.1244,0.68
HAT-P-34 b,1,Transit,2011,Published Confirmed,0,5.452654,0.06774,1058.3739,3.33
HAT-P-35 b,1,Transit,2011,Published Confirmed,0,3.646706,0.04978,335.62848,1.056
HAT-P-36 b,1,Transit,2011,Published Confirmed,0,1.32734683,0.0241,587.413406,1.8482
HAT-P-37 b,1,Transit,2011,Published Confirmed,0,2.797436,0.0379,371.528,1.169
HAT-P-38 b,1,Transit,2012,Published Confirmed,0,4.640382,0.0523,84.857,0.267
HAT-P-39 b,1,Transit,2012,Published Confirmed,0,3.54387,0.0509,190.372,0.599
HAT-P-4 b,1,Transit,2007,Published Confirmed,0,3.056536,0.04438,213.255,0.671
HAT-P-42 b,1,Transit,2012,Published Confirmed,0,4.641878,0.0575,331.801,1.044
HAT-P-43 b,1,Transit,2012,Published Confirmed,0,3.3326414,0.0444,,
HAT-P-44 b,1,Transit,2014,Published Confirmed,0,4.301219,0.0507,111.871,0.352
HAT-P-44 c,1,Radial Velocity,2014,Published Confirmed,0,872.2,1.752,1271.3,4.0
HAT-P-45 b,1,Transit,2014,Published Confirmed,0,3.128992,0.0452,283.492,0.892
HAT-P-46 b,1,Transit,2014,Published Confirmed,0,4.463129,0.0577,156.684,0.493
HAT-P-50 b,1,Transit,2015,Published Confirmed,0,3.1220109,0.0453,429.0705,1.35
HAT-P-51 b,1,Transit,2015,Published Confirmed,0,4.21802091,0.05042,97.57332095,0.307
HAT-P-52 b,1,Transit,2015,Published Confirmed,0,2.7535953,0.03694,259.98494,0.818
HAT-P-53 b,1,Transit,2015,Published Confirmed,0,1.9616241,0.03159,471.65972,1.484
HAT-P-54 b,1,Transit,2015,Published Confirmed,0,3.799847,0.04117,241.5508,0.76
HAT-P-55 b,1,Transit,2015,Published Confirmed,0,3.5852313,0.04628,189.42573057,0.596
HAT-P-58 b,1,Transit,2021,Published Confirmed,0,4.0138379,0.04994,118.2321674,0.372
HAT-P-59 b,1,Transit,2021,Published Confirmed,0,4.1419771,0.05064,489.45574678,1.54
HAT-P-60 b,1,Transit,2021,Published Confirmed,0,4.7947813,0.06277,182.43350562,0.574
HAT-P-61 b,1,Transit,2021,Published Confirmed,0,1.90231289,0.0301,335.9446262,1.057
HAT-P-62 b,1,Transit,2021,Published Confirmed,0,2.6453235,0.03772,241.86741773,0.761
HAT-P-63 b,1,Transit,2021,Published Confirmed,0,3.377728,0.04294,195.1466419,0.614
HAT-P-64 b,1,Transit,2021,Published Confirmed,0,4.007232,0.05387,184.34047606,0.58
HAT-P-65 b,1,Transit,2016,Published Confirmed,0,2.60544751,0.04042,176.07693748,0.554
HAT-P-66 b,1,Transit,2016,Published Confirmed,0,2.972086,0.04363,248.86089,0.783
HAT-P-68 b,1,Transit,2020,Published Confirmed,0,2.29840551,0.02996,230.10892,0.724
HAT-P-69 b,1,Transit,2019,Published Confirmed,0,4.7869491,0.06555,1137.8314,3.58
HAT-P-70 b,1,Transit,2019,Published Confirmed,0,2.74432452,0.04739,2154.8874,6.78
HAT-P-9 b,1,Transit,2008,Published Confirmed,0,3.92281072,0.05287,238.05467,0.749
HATS-1 b,1,Transit,2012,Published Confirmed,0,3.446459,0.0444,589.55,1.855
HATS-10 b,1,Transit,2015,Published Confirmed,0,3.312846,0.04491,167.17858,0.526
HATS-11 b,1,Transit,2016,Published Confirmed,0,3.619188,0.0507,,
HATS-12 b,1,Transit,2016,Published Confirmed,0,3.142702,0.0441,,
HATS-13 b,1,Transit,2015,Published Confirmed,0,3.0440499,0.04057,172.58169,0.543
HATS-14 b,1,Transit,2015,Published Confirmed,0,2.7667641,0.03815,340.39593,1.071
HATS-15 b,1,Transit,2016,Published Confirmed,0,1.74748753,0.02712,689.6911,2.17
HATS-16 b,1,Transit,2016,Published Confirmed,0,2.686502,0.03744,1039.3041,3.27
HATS-17 b,1,Transit,2016,Published Confirmed,0,16.254611,0.1308,425.25654,1.338
HATS-18 b,1,Transit,2016,Published Confirmed,0,0.83784,0.0174,629.144485,1.9795
HATS-2 b,1,Transit,2013,Published Confirmed,0,1.35413379,0.02317,435.42491759,1.37
HATS-22 b,1,Transit,2017,Published Confirmed,0,4.7228124,0.05025,870.8542,2.74
HATS-23 b,1,Transit,2017,Published Confirmed,0,2.1605156,0.03397,467.2101,1.47
HATS-24 b,1,Transit,2017,Published Confirmed,0,1.3484978,0.0238,718.2958,2.26
HATS-25 b,1,Transit,2016,Published Confirmed,0,4.2986432,0.05163,194.82979,0.613
HATS-26 b,1,Transit,2016,Published Confirmed,0,3.3023881,0.04735,206.5895,0.65
HATS-27 b,1,Transit,2016,Published Confirmed,0,4.637038,0.0611,168.4499,0.53
HATS-28 b,1,Transit,2016,Published Confirmed,0,3.1810781,0.04131,213.58176,0.672
HATS-29 b,1,Transit,2016,Published Confirmed,0,4.6058749,0.05475,207.54299,0.653
HATS-3 b,1,Transit,2013,Published Confirmed,0,3.547851,0.0485,340.382,1.071
HATS-30 b,1,Transit,2016,Published Confirmed,0,3.1743516,0.04354,224.38798,0.706
HATS-31 b,1,Transit,2016,Published Confirmed,0,3.37796,0.0478,279.6904,0.88
HATS-32 b,1,Transit,2016,Published Confirmed,0,2.8126548,0.04024,292.4036,0.92
HATS-33 b,1,Transit,2016,Published Confirmed,0,2.5495551,0.03727,378.85336,1.192
HATS-34 b,1,Transit,2016,Published Confirmed,0,2.1061607,0.03166,299.07803,0.941
HATS-35 b,1,Transit,2016,Published Confirmed,0,1.8209993,0.03199,388.38826,1.222
HATS-36 b,1,Transit,2018,Published Confirmed,0,4.175186,0.0523,,
HATS-37 A b,1,Transit,2020,Published Confirmed,0,4.3315366,0.04913,31.46517,0.099
HATS-38 b,1,Transit,2020,Published Confirmed,0,4.375021,0.05036,23.51942,0.074
HATS-39 b,1,Transit,2018,Published Confirmed,0,4.5776348,0.06007,200.2329,0.63
HATS-4 b,1,Transit,2014,Published Confirmed,0,2.516729,0.0362,420.471,1.323
HATS-40 b,1,Transit,2018,Published Confirmed,0,3.2642736,0.04997,505.3497,1.59
HATS-41 b,1,Transit,2018,Published Confirmed,0,4.193649,0.0583,3082.951,9.7
HATS-42 b,1,Transit,2018,Published Confirmed,0,2.292102,0.03689,597.5204,1.88
HATS-43 b,1,Transit,2018,Published Confirmed,0,4.3888497,0.04944,82.95363,0.261
HATS-44 b,1,Transit,2018,Published Confirmed,0,2.7439004,0.03649,177.9848,0.56
HATS-45 b,1,Transit,2018,Published Confirmed,0,4.1876244,0.05511,222.481,0.7
HATS-46 b,1,Transit,2018,Published Confirmed,0,4.7423729,0.05367,54.98459,0.173
HATS-47 b,1,Transit,2020,Published Confirmed,0,3.9228038,0.04269,117.27927,0.369
HATS-48 A b,1,Transit,2020,Published Confirmed,0,3.1316666,0.03769,77.23269,0.243
HATS-49 b,1,Transit,2020,Published Confirmed,0,4.1480467,0.04515,112.19399,0.353
HATS-5 b,1,Transit,2014,Published Confirmed,0,4.763387,0.0542,75.323,0.237
HATS-50 b,1,Transit,2017,Published Confirmed,0,3.8297015,0.05046,123.9537,0.39
HATS-51 b,1,Transit,2017,Published Confirmed,0,3.3488702,0.04639,244.09344,0.768
HATS-52 b,1,Transit,2017,Published Confirmed,0,1.36665436,0.02498,711.9392,2.24
HATS-53 b,1,Transit,2017,Published Confirmed,0,3.8537768,0.04753,189.10885,0.595
HATS-54 b,1,Transit,2019,Published Confirmed,0,2.5441765,0.037,239.32479047,0.753
HATS-55 b,1,Transit,2019,Published Confirmed,0,4.2042001,0.05412,292.72143,0.921
HATS-56 b,1,Transit,2019,Published Confirmed,0,4.324799,0.06043,191.33366,0.602
HATS-57 b,1,Transit,2019,Published Confirmed,0,2.350621,0.03493,1000.21101,3.147
HATS-58 A b,1,Transit,2019,Published Confirmed,0,4.2180896,0.05798,327.3649,1.03
HATS-59 b,1,Transit,2018,Published Confirmed,0,5.416081,0.06112,256.17098,0.806
HATS-59 c,1,Radial Velocity,2018,Published Confirmed,0,1422.0,2.504,4036.441,12.7
HATS-6 b,1,Transit,2015,Published Confirmed,0,3.3252725,0.03623,101.38777,0.319
HATS-60 b,1,Transit,2018,Published Confirmed,0,3.560829,0.04708,210.40346,0.662
HATS-61 b,1,Transit,2018,Published Confirmed,0,7.817953,0.07908,1080.622,3.4
HATS-62 b,1,Transit,2018,Published Confirmed,0,3.2768837,0.04163,56.89157,0.179
HATS-63 b,1,Transit,2018,Published Confirmed,0,3.0566527,0.04026,305.1168,0.96
HATS-64 b,1,Transit,2018,Published Confirmed,0,4.908897,0.06562,305.1168,0.96
HATS-65 b,1,Transit,2018,Published Confirmed,0,3.105161,0.04497,260.93843,0.821
HATS-66 b,1,Transit,2018,Published Confirmed,0,3.1414391,0.04714,1694.0339,5.33
HATS-67 b,1,Transit,2018,Published Confirmed,0,1.6091788,0.03032,460.8535,1.45
HATS-68 b,1,Transit,2018,Published Confirmed,0,3.5862202,0.05071,410.0007,1.29
HATS-69 b,1,Transit,2018,Published Confirmed,0,2.2252577,0.03211,183.38791,0.577
HATS-7 b,1,Transit,2015,Published Confirmed,0,3.185315,0.04012,38.1396,0.12
HATS-70 b,1,Transit,2019,Published Confirmed,0,1.8882378,0.03632,4100.007,12.9
HATS-71 b,1,Transit,2020,Published Confirmed,0,3.7955202,0.03745,117.5971,0.37
HATS-72 b,1,Transit,2020,Published Confirmed,0,7.3279474,0.066517,39.855882,0.1254
HATS-74 A b,1,Transit,2021,Published Confirmed,0,1.73185606,0.02384,464.02947422,1.46
HATS-75 b,1,Transit,2021,Published Confirmed,0,2.7886556,0.032742,156.05374784,0.491
HATS-76 b,1,Transit,2021,Published Confirmed,0,1.9416423,0.02658,835.570882,2.629
HATS-77 b,1,Transit,2021,Published Confirmed,0,3.0876262,0.03607,436.69623122,1.374
HATS-8 b,1,Transit,2015,Published Confirmed,0,3.583893,0.04667,43.86054,0.138
HATS-9 b,1,Transit,2015,Published Confirmed,0,1.915291,0.0312,,
HD 100508 b,1,Radial Velocity,2026,Published Confirmed,0,5681.0,6.11,381.3940884,1.2
HD 100655 b,1,Radial Velocity,2011,Published Confirmed,0,157.57001,0.68,511.7063,1.61
HD 100777 b,1,Radial Velocity,2007,Published Confirmed,0,383.0,1.06,390.92894061,1.23
HD 101581 b,1,Transit,2025,Published Confirmed,0,4.46569,0.046,,
HD 101581 c,1,Transit,2025,Published Confirmed,0,6.20401,0.0573,,
HD 10180 c,1,Radial Velocity,2010,Published Confirmed,0,5.75969,0.06412,13.221728,0.0416
HD 10180 d,1,Radial Velocity,2010,Published Confirmed,0,16.357,0.12859,12.013974,0.0378
HD 10180 e,1,Radial Velocity,2010,Published Confirmed,0,49.748,0.2699,25.585315,0.0805
HD 10180 f,1,Radial Velocity,2010,Published Confirmed,0,122.744,0.4929,22.947326,0.0722
HD 10180 g,1,Radial Velocity,2010,Published Confirmed,0,604.67,1.427,23.265156,0.0732
HD 10180 h,1,Radial Velocity,2010,Published Confirmed,0,2205.0,3.381,65.663678,0.2066
HD 101930 b,1,Radial Velocity,2005,Published Confirmed,0,70.46,0.3,79.4575,0.25
HD 102117 b,1,Radial Velocity,2005,Published Confirmed,0,20.8133,0.15,54.0311,0.17
HD 102195 b,1,Radial Velocity,2006,Published Confirmed,0,4.11377,0.05,130.3103,0.41
HD 102272 b,1,Radial Velocity,2008,Published Confirmed,0,127.58,0.51,1570.0802,4.94
HD 102329 b,1,Radial Velocity,2011,Published Confirmed,0,778.09998,1.81,2593.4928,8.16
HD 102843 b,1,Radial Velocity,2019,Published Confirmed,0,3090.942,4.074,113.9,0.35836768
HD 102888 b,1,Radial Velocity,2025,Published Confirmed,0,252.06,1.05,1808.44363583,5.69
HD 102956 b,1,Radial Velocity,2010,Published Confirmed,0,6.4947,0.0807,305.1168,0.96
HD 103197 b,1,Radial Velocity,2011,Published Confirmed,0,47.84,0.25,28.6047,0.09
HD 103720 b,1,Radial Velocity,2014,Published Confirmed,0,4.5557,0.0498,197.046,0.62
HD 103774 b,1,Radial Velocity,2013,Published Confirmed,0,5.8881,0.07,116.0,0.367
HD 103891 b,1,Radial Velocity,2022,Published Confirmed,0,1919.0,3.27,457.67290608,1.44
HD 103949 b,1,Radial Velocity,2019,Published Confirmed,0,120.878,0.439,11.2,0.03523896
HD 104067 b,1,Radial Velocity,2011,Published Confirmed,0,55.851,0.2674,62.1,0.19538845
HD 104067 c,1,Radial Velocity,2024,Published Confirmed,0,13.8992,0.1058,13.2,0.04153184
HD 10442 b,1,Radial Velocity,2014,Published Confirmed,0,1032.3,2.01,472.61321,1.487
HD 104985 b,1,Radial Velocity,2003,Published Confirmed,0,199.68,0.715,1766.80811451,5.559
HD 105618 b,1,Radial Velocity,2022,Published Confirmed,0,10.02245,0.091,25.42627256,0.08
HD 105779 b,1,Radial Velocity,2022,Published Confirmed,0,2412.0,3.38,203.41018048,0.64
HD 106252 b,1,Radial Velocity,2002,Published Confirmed,0,1535.0,2.655,3178.28407,10.0
HD 106270 b,1,Radial Velocity,2011,Published Confirmed,0,1888.0,3.34,3219.6179,10.13
HD 106315 b,1,Transit,2017,Published Confirmed,0,9.55237,0.0907,12.6,0.03964383
HD 106315 c,1,Transit,2017,Published Confirmed,0,21.05704,0.1536,15.2,0.04782431
HD 10647 b,1,Radial Velocity,2006,Published Confirmed,0,989.2,2.015,298.75,0.94
HD 106515 A b,1,Radial Velocity,2012,Published Confirmed,0,3626.0,4.48,6006.9568923,18.9
HD 10697 b,1,Radial Velocity,1999,Published Confirmed,0,1075.3799,2.051,1825.2885414,5.743
HD 107148 b,1,Radial Velocity,2005,Published Confirmed,0,48.056,0.269,66.741,0.21
HD 107148 c,1,Radial Velocity,2021,Published Confirmed,0,18.3267,0.1407,19.89605828,0.0626
HD 108147 b,1,Radial Velocity,2002,Published Confirmed,0,10.8985,0.102,82.95,0.261
HD 108202 b,1,Radial Velocity,2023,Published Confirmed,0,2990.0,3.7,953.485221,3.0
HD 108236 b,1,Transit,2020,Published Confirmed,0,3.795963,0.04527,,
HD 108236 c,1,Transit,2020,Published Confirmed,0,6.203449,0.062,,
HD 108236 e,1,Transit,2020,Published Confirmed,0,19.590025,0.1367,,
HD 108236 f,1,Transit,2021,Published Confirmed,0,29.54115,0.1758,,
HD 108341 b,1,Radial Velocity,2014,Published Confirmed,0,1129.0,2.0,1112.4,3.5
HD 108863 b,1,Radial Velocity,2011,Published Confirmed,0,437.7,1.32,767.24162,2.414
HD 108874 b,1,Radial Velocity,2002,Published Confirmed,0,394.48123,1.04,451.3186,1.42
HD 108874 c,1,Radial Velocity,2005,Published Confirmed,0,1624.0,2.659,314.64,0.99
HD 109246 b,1,Radial Velocity,2010,Published Confirmed,0,68.27,0.33,273.3338,0.86
HD 109271 b,1,Radial Velocity,2013,Published Confirmed,0,7.8543,0.079,17.162,0.054
HD 109271 c,1,Radial Velocity,2013,Published Confirmed,0,30.93,0.196,24.154,0.076
HD 109286 b,1,Radial Velocity,2021,Published Confirmed,0,520.1,1.259,950.30693693,2.99
HD 109749 b,1,Radial Velocity,2005,Published Confirmed,0,5.239891,0.0615,85.8141,0.27
HD 10975 b,1,Radial Velocity,2021,Published Confirmed,0,283.8,0.95,143.02278315,0.45
HD 109988 b,1,Radial Velocity,2022,Published Confirmed,0,17132.15854,12.518,6935.33366915,21.821
HD 110014 b,1,Radial Velocity,2009,Published Confirmed,0,835.477,2.14,3524.59,11.09
HD 110067 b,1,Transit,2023,Published Confirmed,0,9.113678,0.0793,5.69,0.01790274
HD 110067 c,1,Transit,2023,Published Confirmed,0,13.673694,0.1039,6.3,0.01982202
HD 110067 d,1,Transit,2023,Published Confirmed,0,20.519617,0.1362,8.52,0.02680692
HD 110067 e,1,Transit,2023,Published Confirmed,0,30.793091,0.1785,3.9,0.01227077
HD 110067 f,1,Transit,2023,Published Confirmed,0,41.05854,0.2163,5.04,0.01585761
HD 110067 g,1,Transit,2023,Published Confirmed,0,54.76992,0.2621,8.4,0.02642936
HD 110082 b,1,Transit,2021,Published Confirmed,0,10.18271,0.113,,
HD 110113 b,1,Transit,2021,Published Confirmed,0,2.541,0.035,4.55,0.01431583
HD 110113 c,1,Radial Velocity,2021,Published Confirmed,0,6.744,0.068,10.5,0.03303653
HD 110537 b,1,Radial Velocity,2022,Published Confirmed,0,24469.67342,16.714,8612.83200129,27.099
HD 11112 b,1,Radial Velocity,2022,Published Confirmed,0,17244.90764,13.38,2598.56505563,8.176
HD 111232 b,1,Radial Velocity,2003,Published Confirmed,0,1169.13202,2.148,2531.50326176,7.965
HD 111232 c,1,Radial Velocity,2022,Published Confirmed,0,26472.44623,17.25,5740.93451564,18.063
HD 111591 b,1,Radial Velocity,2017,Published Confirmed,0,1056.4,2.5,1398.452,4.4
HD 111998 b,1,Radial Velocity,2016,Published Confirmed,0,810.0,1.91,1525.5763536,4.8
HD 112300 b,1,Radial Velocity,2023,Published Confirmed,0,466.63,1.33,5031.22368281,15.83
HD 112570 b,1,Radial Velocity,2023,Published Confirmed,0,2615.0,3.9,1086.97315194,3.42
HD 112640 b,1,Radial Velocity,2020,Published Confirmed,0,613.2,1.7,1589.15,5.0
HD 113337 b,1,Radial Velocity,2013,Published Confirmed,0,317.58639,1.022,1035.80277841,3.259
HD 113337 c,1,Radial Velocity,2020,Published Confirmed,0,5429.93477,6.805,6299.67685515,19.821
HD 11343 c,1,Radial Velocity,2022,Published Confirmed,0,228.53731,0.923,255.53403923,0.804
HD 113538 b,1,Radial Velocity,2010,Published Confirmed,0,663.2,1.24,114.41,0.36
HD 113538 c,1,Radial Velocity,2010,Published Confirmed,0,1818.0,2.44,295.57,0.93
HD 113996 b,1,Radial Velocity,2017,Published Confirmed,0,610.2,1.6,2002.329,6.3
HD 114082 b,1,Radial Velocity,2022,Published Confirmed,0,109.75,0.5109,2542.627256,8.0
HD 114386 b,1,Radial Velocity,2003,Published Confirmed,0,937.70001,1.73,362.3262,1.14
HD 114386 c,1,Radial Velocity,2026,Published Confirmed,0,444.0,1.05,117.59651059,0.37
HD 114729 b,1,Radial Velocity,2002,Published Confirmed,0,1121.79,2.067,262.20975,0.825
HD 114783 b,1,Radial Velocity,2001,Published Confirmed,0,493.7,1.16,349.6,1.1
HD 114783 c,1,Radial Velocity,2016,Published Confirmed,0,4352.0,5.0,603.8739733,1.9
HD 11506 b,1,Radial Velocity,2007,Published Confirmed,0,1617.7,2.885,1525.5763536,4.8
HD 11506 c,1,Radial Velocity,2008,Published Confirmed,0,223.92,0.771,127.1313628,0.4
HD 11506 d,1,Radial Velocity,2022,Published Confirmed,0,26500.0,18.2,4068.2036096,12.8
HD 115404 A b,1,Radial Velocity,2022,Published Confirmed,0,10.49488,0.088,30.82935548,0.097
HD 115404 A c,1,Radial Velocity,2022,Published Confirmed,0,15319.22517,11.364,3279.67133183,10.319
HD 115954 b,1,Radial Velocity,2021,Published Confirmed,0,3700.0,5.0,2634.79749403,8.29
HD 116029 b,1,Radial Velocity,2011,Published Confirmed,0,670.0,1.65,444.962,1.4
HD 117207 b,1,Radial Velocity,2004,Published Confirmed,0,2621.75,3.787,612.14058,1.926
HD 11755 b,1,Radial Velocity,2015,Published Confirmed,0,433.70001,1.09,1789.3829,5.63
HD 117618 b,1,Radial Velocity,2004,Published Confirmed,0,25.8,0.18,55.30242,0.174
HD 118203 b,1,Radial Velocity,2005,Published Confirmed,0,6.1349779,0.0713,680.15279098,2.14
HD 118203 c,1,Radial Velocity,2024,Published Confirmed,0,5103.0,6.28,3747.19691853,11.79
HD 11964 b,1,Radial Velocity,2005,Published Confirmed,0,1945.0,3.16,198.0,0.622
HD 11964 c,1,Radial Velocity,2008,Published Confirmed,0,37.91,0.229,25.0,0.0788
HD 11977 b,1,Radial Velocity,2005,Published Confirmed,0,711.0,1.93,2080.0,6.54
HD 120084 b,1,Radial Velocity,2013,Published Confirmed,0,2142.0,4.21,2034.1018048,6.4
HD 121504 b,1,Radial Velocity,2003,Published Confirmed,0,63.33,0.33,479.9233,1.51
HD 12235 b,1,Radial Velocity,2022,Published Confirmed,0,4.36305,0.054,10.48833743,0.033
HD 122562 c,1,Radial Velocity,2022,Published Confirmed,0,84.96276,0.406,73.10053361,0.23
HD 124330 b,1,Radial Velocity,2021,Published Confirmed,0,270.66,0.86,238.37130525,0.75
HD 12484 b,1,Radial Velocity,2016,Published Confirmed,0,58.83,0.297,947.1334,2.98
HD 125271 b,1,Radial Velocity,2022,Published Confirmed,0,14901.99295,10.817,3465.60094993,10.904
HD 125390 b,1,Radial Velocity,2019,Published Confirmed,0,1757.39151,3.496,8646.20398403,27.204
HD 125595 b,1,Radial Velocity,2011,Published Confirmed,0,9.6737,0.08,6.3566,0.02
HD 125612 b,1,Radial Velocity,2007,Published Confirmed,0,557.69994,1.349,945.22168242,2.974
HD 125612 c,1,Radial Velocity,2009,Published Confirmed,0,4.15466,0.051,15.57359194,0.049
HD 125612 d,1,Radial Velocity,2009,Published Confirmed,0,2822.72698,3.982,2281.37230545,7.178
HD 126105 b,1,Radial Velocity,2026,Published Confirmed,0,524.0,1.36,530.77343969,1.67
HD 12648 b,1,Radial Velocity,2015,Published Confirmed,0,133.60001,0.54,622.9468,1.96
HD 126525 b,1,Radial Velocity,2018,Published Confirmed,0,960.41,1.837,75.32571,0.237
HD 12661 b,1,Radial Velocity,2000,Published Confirmed,0,262.70862,0.84,772.3269,2.43
HD 12661 c,1,Radial Velocity,2002,Published Confirmed,0,1708.0,2.8145,575.884,1.812
HD 126614 b,1,Radial Velocity,2009,Published Confirmed,0,1257.25303,2.249,107.74382997,0.339
HD 127506 b,1,Radial Velocity,2022,Published Confirmed,0,65.78395,0.287,27.333243,0.086
HD 128311 b,1,Radial Velocity,2002,Published Confirmed,0,453.019,1.084,562.24127,1.769
HD 128311 c,1,Radial Velocity,2005,Published Confirmed,0,921.538,1.74,1204.25787,3.789
